"id","film.person","film.href","film","film.person.href","award","Year","Won","past.nom","past.win","other.wins","other.noms","runtime","drama","comedy","biopic","rom","action","date","tiff.premiere","bafta","globes","sag","dga","script.nom","edit.nom","direct.nom","picture.nom","domestic.gross","budget","rating","adapted","age","wga","eddie","Hot","Dark","Ethnicity","Sexuality","Nationality","fall","white","black","american","british","R.rated","critic"
"...And Justice for All. Best Actor","Al Pacino","http://www.imdb.com/title/tt0078718/","...And Justice for All.","http://www.imdb.com/name/nm0000199/","Best Actor",1980,0,4,0,1,1,119,1,0,0,0,0,"October",0,0,0,NA,0,1,0,0,0,33.3,NA,"R",0,40,0,0,0,1,"White","Straight","United States",0,1,0,1,0,1,NA
"'Round Midnight Best Actor","Dexter Gordon","http://www.imdb.com/title/tt0090557/","'Round Midnight","http://www.imdb.com/name/nm0330143/","Best Actor",1987,0,0,0,12,8,133,1,0,0,0,0,"October",0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,64,0,0,1,0,"Black","Straight","United States",0,0,1,1,0,NA,NA
"127 Hours Best Actor","James Franco","http://www.imdb.com/title/tt1542344/","127 Hours","http://www.imdb.com/name/nm0290556/","Best Actor",2011,0,0,0,15,83,94,1,0,1,0,1,"November",1,0,0,0,0,1,1,0,1,18.33523,18,"R",1,33,0,0,0,0,"White","Straight","United States",1,1,0,1,0,1,0
"127 Hours Best Picture",NA,"http://www.imdb.com/title/tt1542344/","127 Hours",NA,"Best Picture",2011,0,NA,NA,15,83,94,1,0,1,0,1,"November",1,0,0,0,0,1,1,0,1,18.33523,18,"R",1,NA,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,1,0
"21 Grams Best Actress","Naomi Watts","http://www.imdb.com/title/tt0315733/","21 Grams","http://www.imdb.com/name/nm0915208/","Best Actress",2004,0,0,0,28,36,124,1,0,0,0,0,"November",1,0,0,0,0,0,0,0,0,16.290476,20,"R",0,36,0,0,1,1,"White","Straight","Australia",1,1,0,0,0,1,0
"21 Grams Best Supporting Actor","Benicio Del Toro","http://www.imdb.com/title/tt0315733/","21 Grams","http://www.imdb.com/name/nm0001125/","Best Supporting Actor",2004,0,1,1,28,36,124,1,0,0,0,0,"November",1,0,0,0,0,0,0,0,0,16.290476,20,"R",0,37,0,0,1,1,"Hispanic","Straight","United States",1,0,0,1,0,1,0
"A Beautiful Mind Best Actor","Russell Crowe","http://www.imdb.com/title/tt0268978/","A Beautiful Mind","http://www.imdb.com/name/nm0000128/","Best Actor",2002,0,2,1,28,51,135,1,0,1,0,0,"December",0,1,1,1,1,1,1,1,1,170.742341,58,"PG-13",1,38,1,0,0,0,"White","Straight","Australia",1,1,0,0,0,0,1
"A Beautiful Mind Best Director","Ron Howard","http://www.imdb.com/title/tt0268978/","A Beautiful Mind","http://www.imdb.com/name/nm0000165/","Best Director",2002,1,0,0,28,51,135,1,0,1,0,0,"December",0,0,0,0,1,1,1,1,1,170.742341,58,"PG-13",1,48,1,0,0,0,"White","Straight","United States",1,1,0,1,0,0,1
"A Beautiful Mind Best Picture",NA,"http://www.imdb.com/title/tt0268978/","A Beautiful Mind",NA,"Best Picture",2002,1,NA,NA,28,51,135,1,0,1,0,0,"December",0,0,1,0,1,1,1,1,1,170.742341,58,"PG-13",1,NA,1,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,0,1
"A Beautiful Mind Best Supporting Actress","Jennifer Connelly","http://www.imdb.com/title/tt0268978/","A Beautiful Mind","http://www.imdb.com/name/nm0000124/","Best Supporting Actress",2002,1,0,0,28,51,135,1,0,1,0,0,"December",0,1,1,0,1,1,1,1,1,170.742341,58,"PG-13",1,32,1,0,0,0,"White","Straight","United States",1,1,0,1,0,0,1
"A Better Life Best Actor","Demian Bichir","http://www.imdb.com/title/tt1554091/","A Better Life","http://www.imdb.com/name/nm0065007/","Best Actor",2012,0,0,0,5,6,98,1,0,0,0,0,"June",0,0,0,0,0,0,0,0,0,1.759252,10,"PG-13",0,49,0,0,1,0,"Hispanic","Straight","Mexico",0,0,0,0,0,0,0
"A Civil Action Best Supporting Actor","Robert Duvall","http://www.imdb.com/title/tt0120633/","A Civil Action","http://www.imdb.com/name/nm0000380/","Best Supporting Actor",1999,0,5,1,5,8,115,1,0,0,0,0,"December",0,0,0,1,0,0,0,0,0,56.709981,75,"PG-13",1,68,0,0,0,0,"White","Straight","United States",1,1,0,1,0,0,0
"A Clockwork Orange Best Director","Stanley Kubrick","http://www.imdb.com/title/tt0066921/","A Clockwork Orange","http://www.imdb.com/name/nm0000040/","Best Director",1972,0,6,1,11,13,136,1,0,0,0,0,"December",0,0,0,NA,0,1,1,1,1,26.589355,2.2e-06,"R",1,44,0,0,0,1,"White","Straight","United States",1,1,0,1,0,1,NA
"A Clockwork Orange Best Picture",NA,"http://www.imdb.com/title/tt0066921/","A Clockwork Orange",NA,"Best Picture",1972,0,NA,NA,11,13,136,1,0,0,0,0,"December",0,0,0,NA,0,1,1,1,1,26.589355,2.2e-06,"R",1,NA,0,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA
"A Cry in the Dark Best Actress","Meryl Streep","http://www.imdb.com/title/tt0094924/","A Cry in the Dark","http://www.imdb.com/name/nm0000658/","Best Actress",1989,0,7,2,8,11,120,1,0,0,0,0,"November",0,0,0,NA,0,0,0,0,0,6.908797,NA,"PG-13",1,40,0,0,0,0,"White","Straight","United States",1,1,0,1,0,0,NA
"A Dry White Season Best Supporting Actor","Marlon Brando","http://www.imdb.com/title/tt0097243/","A Dry White Season","http://www.imdb.com/name/nm0000008/","Best Supporting Actor",1990,0,7,2,2,6,97,1,0,1,0,0,"September",0,0,0,NA,0,0,0,0,0,3.766879,NA,"R",1,66,0,0,1,1,"White","Bisexual","United States",0,1,0,1,0,1,NA
"A Few Good Men Best Picture",NA,"http://www.imdb.com/title/tt0104257/","A Few Good Men",NA,"Best Picture",1993,0,NA,NA,9,15,138,1,0,0,0,0,"December",0,0,0,NA,0,0,1,0,1,141.340178,40,"R",1,NA,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,1,NA
"A Few Good Men Best Supporting Actor","Jack Nicholson","http://www.imdb.com/title/tt0104257/","A Few Good Men","http://www.imdb.com/name/nm0000197/","Best Supporting Actor",1993,0,9,2,9,15,138,1,0,0,0,0,"December",0,0,0,NA,0,0,1,0,1,141.340178,40,"R",1,56,0,0,0,0,"White","Straight","United States",1,1,0,1,0,1,NA
"A Fish Called Wanda Best Director","Charles Crichton","http://www.imdb.com/title/tt0095159/","A Fish Called Wanda","http://www.imdb.com/name/nm0187769/","Best Director",1989,0,0,0,8,15,108,0,1,0,0,0,"July",0,0,0,NA,0,1,0,1,0,62.493712,NA,"R",0,79,0,0,0,1,"White","Straight","Great Britain",0,1,0,0,1,1,NA
"A Fish Called Wanda Best Supporting Actor","Kevin Kline","http://www.imdb.com/title/tt0095159/","A Fish Called Wanda","http://www.imdb.com/name/nm0000177/","Best Supporting Actor",1989,1,0,0,8,15,108,0,1,0,0,0,"July",0,1,0,NA,0,1,0,1,0,62.493712,NA,"R",0,42,0,0,0,1,"White","Straight","United States",0,1,0,1,0,1,NA
"A History of Violence Best Supporting Actor","William Hurt","http://www.imdb.com/title/tt0399146/","A History of Violence","http://www.imdb.com/name/nm0000458/","Best Supporting Actor",2006,0,3,1,35,34,96,1,0,0,0,0,"September",1,0,0,0,0,1,0,0,0,31.504633,32,"R",1,56,0,0,0,1,"White","Straight","United States",0,1,0,1,0,1,0
"A Passage to India Best Actress","Judy Davis","http://www.imdb.com/title/tt0087892/","A Passage to India","http://www.imdb.com/name/nm0001114/","Best Actress",1985,0,0,0,19,24,164,1,0,1,0,1,"December",0,1,0,NA,0,1,1,1,1,27.187653,NA,"PG",1,30,0,0,1,0,"White","Straight","Australia",1,1,0,0,0,0,NA
"A Passage to India Best Director","David Lean","http://www.imdb.com/title/tt0087892/","A Passage to India","http://www.imdb.com/name/nm0000180/","Best Director",1985,0,8,2,19,24,164,1,0,1,0,1,"December",0,0,0,NA,0,1,1,1,1,27.187653,NA,"PG",1,77,0,0,1,0,"White","Straight","Great Britain",1,1,0,0,1,0,NA
"A Passage to India Best Picture",NA,"http://www.imdb.com/title/tt0087892/","A Passage to India",NA,"Best Picture",1985,0,NA,NA,19,24,164,1,0,1,0,1,"December",0,0,0,NA,0,1,1,1,1,27.187653,NA,"PG",1,NA,0,0,1,0,NA,NA,NA,1,NA,NA,NA,NA,0,NA
"A Passage to India Best Supporting Actress","Peggy Ashcroft","http://www.imdb.com/title/tt0087892/","A Passage to India","http://www.imdb.com/name/nm0001919/","Best Supporting Actress",1985,1,0,0,19,24,164,1,0,1,0,1,"December",0,0,1,NA,0,1,1,1,1,27.187653,NA,"PG",1,78,0,0,1,0,"White","Straight","Great Britain",1,1,0,0,1,0,NA
"A Room with a View Best Director","James Ivory","http://www.imdb.com/title/tt0091867/","A Room with a View","http://www.imdb.com/name/nm0412465/","Best Director",1987,0,0,0,23,21,117,1,0,0,1,0,"March",0,0,0,NA,0,1,0,1,1,20.966644,3,"Unrated",1,59,1,0,0,0,"White","Gay","United States",0,1,0,1,0,0,NA
"A Room with a View Best Picture",NA,"http://www.imdb.com/title/tt0091867/","A Room with a View",NA,"Best Picture",1987,0,NA,NA,23,21,117,1,0,0,1,0,"March",0,1,0,NA,0,1,0,1,1,20.966644,3,"Unrated",1,NA,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA
"A Room with a View Best Supporting Actor","Denholm Elliott","http://www.imdb.com/title/tt0091867/","A Room with a View","http://www.imdb.com/name/nm0001186/","Best Supporting Actor",1987,0,0,0,23,21,117,1,0,0,1,0,"March",0,0,0,NA,0,1,0,1,1,20.966644,3,"Unrated",1,65,1,0,0,0,"White","Bisexual","Great Britain",0,1,0,0,1,0,NA
"A Room with a View Best Supporting Actress","Maggie Smith","http://www.imdb.com/title/tt0091867/","A Room with a View","http://www.imdb.com/name/nm0001749/","Best Supporting Actress",1987,0,4,2,23,21,117,1,0,0,1,0,"March",0,1,1,NA,0,1,0,1,1,20.966644,3,"Unrated",1,53,1,0,0,0,"White","Straight","Great Britain",0,1,0,0,1,0,NA
"A Serious Man Best Picture",NA,"http://www.imdb.com/title/tt1019452/","A Serious Man",NA,"Best Picture",2010,0,NA,NA,20,39,106,1,1,0,0,0,"October",1,0,0,0,0,1,0,0,1,9.228768,7,"R",0,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,0
"A Simple Plan Best Supporting Actor","Billy Bob Thornton","http://www.imdb.com/title/tt0120324/","A Simple Plan","http://www.imdb.com/name/nm0000671/","Best Supporting Actor",1999,0,2,1,17,14,121,1,0,0,0,0,"December",1,0,0,0,0,1,0,0,0,16.316273,30,"R",1,44,0,0,0,0,"White","Straight","United States",1,1,0,1,0,1,1
"A Single Man Best Actor","Colin Firth","http://www.imdb.com/title/tt1315981/","A Single Man","http://www.imdb.com/name/nm0000147/","Best Actor",2010,0,0,0,22,27,99,1,0,0,0,0,"December",1,1,0,0,0,0,0,0,0,9.176,7,"R",1,50,0,0,1,0,"White","Straight","Great Britain",1,1,0,0,1,1,0
"A Soldier's Story Best Picture",NA,"http://www.imdb.com/title/tt0088146/","A Soldier's Story",NA,"Best Picture",1985,0,NA,NA,5,6,101,1,0,0,0,0,"September",0,0,0,NA,0,1,0,0,1,21.821347,NA,"PG",1,NA,0,0,1,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA
"A Soldier's Story Best Supporting Actor","Adolph Caesar","http://www.imdb.com/title/tt0088146/","A Soldier's Story","http://www.imdb.com/name/nm0128360/","Best Supporting Actor",1985,0,0,0,5,6,101,1,0,0,0,0,"September",0,0,0,NA,0,1,0,0,1,21.821347,NA,"PG",1,52,0,0,1,0,"Black","Straight","United States",0,0,1,1,0,0,NA
"A Special Day Best Actor","Marcello Mastroianni","http://www.imdb.com/title/tt0076085/","A Special Day","http://www.imdb.com/name/nm0000052/","Best Actor",1978,0,1,0,11,2,110,1,0,0,0,0,"September",0,0,0,NA,0,0,0,0,0,NA,NA,NA,1,54,0,0,0,0,"White","Straight","Italy",0,1,0,0,0,NA,NA
"A Touch of Class Best Actress","Glenda Jackson","http://www.imdb.com/title/tt0070819/","A Touch of Class","http://www.imdb.com/name/nm0413559/","Best Actress",1974,1,2,1,11,9,106,0,1,0,1,0,"June",0,0,0,NA,0,1,0,0,1,NA,NA,NA,0,38,0,0,0,0,"White","Straight","Great Britain",0,1,0,0,1,NA,NA
"A Touch of Class Best Picture",NA,"http://www.imdb.com/title/tt0070819/","A Touch of Class",NA,"Best Picture",1974,0,NA,NA,11,9,106,0,1,0,1,0,"June",0,0,0,NA,0,1,0,0,1,NA,NA,NA,0,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"A Woman Under the Influence Best Actress","Gena Rowlands","http://www.imdb.com/title/tt0072417/","A Woman Under the Influence","http://www.imdb.com/name/nm0001687/","Best Actress",1975,0,0,0,9,4,155,1,0,0,0,0,"November",0,0,1,NA,0,0,0,1,0,NA,NA,NA,0,45,0,0,0,0,"White","Straight","United States",1,1,0,1,0,NA,NA
"A Woman Under the Influence Best Director","John Cassavetes","http://www.imdb.com/title/tt0072417/","A Woman Under the Influence","http://www.imdb.com/name/nm0001023/","Best Director",1975,0,2,0,9,4,155,1,0,0,0,0,"November",0,0,0,NA,0,0,0,1,0,NA,NA,NA,0,46,0,0,0,0,"White","Straight","United States",1,1,0,1,0,NA,NA
"About Schmidt Best Actor","Jack Nicholson","http://www.imdb.com/title/tt0257360/","About Schmidt","http://www.imdb.com/name/nm0000197/","Best Actor",2003,0,11,3,34,35,125,1,1,0,0,0,"December",0,0,1,0,0,0,0,0,0,65.016287,30,"R",1,66,0,0,0,0,"White","Straight","United States",1,1,0,1,0,1,0
"About Schmidt Best Supporting Actress","Kathy Bates","http://www.imdb.com/title/tt0257360/","About Schmidt","http://www.imdb.com/name/nm0000870/","Best Supporting Actress",2003,0,2,1,34,35,125,1,1,0,0,0,"December",0,0,0,0,0,0,0,0,0,65.016287,30,"R",1,55,0,0,0,0,"White","Straight","United States",1,1,0,1,0,1,0
"Absence of Malice Best Actor","Paul Newman","http://www.imdb.com/title/tt0081974/","Absence of Malice","http://www.imdb.com/name/nm0000056/","Best Actor",1982,0,5,0,4,4,116,1,0,0,1,0,"November",0,0,0,NA,0,1,0,0,0,40.716963,NA,"PG",1,57,0,0,0,0,"White","Straight","United States",1,1,0,1,0,0,NA
"Absence of Malice Best Supporting Actress","Melinda Dillon","http://www.imdb.com/title/tt0081974/","Absence of Malice","http://www.imdb.com/name/nm0227039/","Best Supporting Actress",1982,0,1,0,4,4,116,1,0,0,1,0,"November",0,0,0,NA,0,1,0,0,0,40.716963,NA,"PG",1,43,0,0,0,0,"White","Straight","United States",1,1,0,1,0,0,NA
"Adaptation. Best Actor","Nicolas Cage","http://www.imdb.com/title/tt0268126/","Adaptation.","http://www.imdb.com/name/nm0000115/","Best Actor",2003,0,1,1,50,54,114,1,1,0,0,0,"December",0,0,0,0,0,1,0,0,0,22.49852,19,"R",1,39,0,0,0,0,"White","Straight","United States",1,1,0,1,0,1,0
"Adaptation. Best Supporting Actor","Chris Cooper","http://www.imdb.com/title/tt0268126/","Adaptation.","http://www.imdb.com/name/nm0177933/","Best Supporting Actor",2003,1,0,0,50,54,114,1,1,0,0,0,"December",0,0,1,0,0,1,0,0,0,22.49852,19,"R",1,52,0,0,0,0,"White","Straight","United States",1,1,0,1,0,1,1
"Adaptation. Best Supporting Actress","Meryl Streep","http://www.imdb.com/title/tt0268126/","Adaptation.","http://www.imdb.com/name/nm0000658/","Best Supporting Actress",2003,0,12,2,50,54,114,1,1,0,0,0,"December",0,0,1,0,0,1,0,0,0,22.49852,19,"R",1,54,0,0,0,0,"White","Straight","United States",1,1,0,1,0,1,0
"Affliction Best Actor","Nick Nolte","http://www.imdb.com/title/tt0118564/","Affliction","http://www.imdb.com/name/nm0000560/","Best Actor",1999,0,1,0,11,13,114,1,0,0,0,0,"December",0,0,0,0,0,0,0,0,0,6.330054,6,"R",1,58,0,0,0,0,"White","Straight","United States",1,1,0,1,0,1,0
"Affliction Best Supporting Actor","James Coburn","http://www.imdb.com/title/tt0118564/","Affliction","http://www.imdb.com/name/nm0000336/","Best Supporting Actor",1999,1,0,0,11,13,114,1,0,0,0,0,"December",0,0,0,0,0,0,0,0,0,6.330054,6,"R",1,71,0,0,0,0,"White","Straight","United States",1,1,0,1,0,1,0
"Afterglow Best Actress","Julie Christie","http://www.imdb.com/title/tt0118566/","Afterglow","http://www.imdb.com/name/nm0001046/","Best Actress",1998,0,2,1,8,2,119,1,1,0,1,0,"December",1,0,0,0,0,0,0,0,0,2.46596,NA,"R",0,57,0,0,0,0,"White","Straight","Great Britain",1,1,0,0,1,1,0
"Agnes of God Best Actress","Anne Bancroft","http://www.imdb.com/title/tt0088683/","Agnes of God","http://www.imdb.com/name/nm0000843/","Best Actress",1986,0,4,1,1,2,98,1,0,0,0,0,"September",0,0,0,NA,0,0,0,0,0,25.627836,NA,"PG-13",1,55,0,0,0,0,"White","Straight","United States",0,1,0,1,0,0,NA
"Agnes of God Best Supporting Actress","Meg Tilly","http://www.imdb.com/title/tt0088683/","Agnes of God","http://www.imdb.com/name/nm0000672/","Best Supporting Actress",1986,0,0,0,1,2,98,1,0,0,0,0,"September",0,0,1,NA,0,0,0,0,0,25.627836,NA,"PG-13",1,26,0,0,0,0,"Multiracial","Straight","United States",0,0,0,1,0,0,NA
"Airport Best Picture",NA,"http://www.imdb.com/title/tt0065377/","Airport",NA,"Best Picture",1971,0,NA,NA,5,17,137,1,0,0,0,0,"March",0,0,0,NA,0,1,1,0,1,100.489151,10,"G",1,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA
"Airport Best Supporting Actress","Helen Hayes","http://www.imdb.com/title/tt0065377/","Airport","http://www.imdb.com/name/nm0371040/","Best Supporting Actress",1971,1,1,1,5,17,137,1,0,0,0,0,"March",0,0,0,NA,0,1,1,0,1,100.489151,10,"G",1,71,0,0,0,0,"White","Straight","United States",0,1,0,1,0,0,NA
"Airport Best Supporting Actress","Maureen Stapleton","http://www.imdb.com/title/tt0065377/","Airport","http://www.imdb.com/name/nm0822972/","Best Supporting Actress",1971,0,1,0,5,17,137,1,0,0,0,0,"March",0,0,0,NA,0,1,1,0,1,100.489151,10,"G",1,46,0,0,0,0,"White","Straight","United States",0,1,0,1,0,0,NA
"Albert Nobbs Best Actress","Glenn Close","http://www.imdb.com/title/tt1602098/","Albert Nobbs","http://www.imdb.com/name/nm0000335/","Best Actress",2012,0,5,0,12,20,113,1,0,0,0,0,"January",1,0,0,0,0,0,0,0,0,3.014696,NA,"R",1,65,0,0,0,0,"White","Straight","United States",0,1,0,1,0,1,0
"Albert Nobbs Best Supporting Actress","Janet McTeer","http://www.imdb.com/title/tt1602098/","Albert Nobbs","http://www.imdb.com/name/nm0005216/","Best Supporting Actress",2012,0,1,0,12,20,113,1,0,0,0,0,"January",1,0,0,0,0,0,0,0,0,3.014696,NA,"R",1,51,0,0,0,0,"White","Straight","Great Britain",0,1,0,0,1,1,0
"Ali Best Actor","Will Smith","http://www.imdb.com/title/tt0248667/","Ali","http://www.imdb.com/name/nm0000226/","Best Actor",2002,0,0,0,9,24,157,1,0,1,0,0,"December",0,0,0,0,0,0,0,0,0,58.203105,107,"R",0,34,0,0,1,0,"Black","Straight","United States",1,0,1,1,0,1,0
"Ali Best Supporting Actor","Jon Voight","http://www.imdb.com/title/tt0248667/","Ali","http://www.imdb.com/name/nm0000685/","Best Supporting Actor",2002,0,3,1,9,24,157,1,0,1,0,0,"December",0,0,0,0,0,0,0,0,0,58.203105,107,"R",0,64,0,0,1,0,"White","Straight","United States",1,1,0,1,0,1,0
"Alice Doesn't Live Here Anymore Best Actress","Ellen Burstyn","http://www.imdb.com/title/tt0071115/","Alice Doesn't Live Here Anymore","http://www.imdb.com/name/nm0000995/","Best Actress",1975,1,2,0,5,9,112,1,0,0,1,0,"December",1,1,0,NA,0,1,0,0,0,18.6,NA,"PG",0,43,0,0,1,0,"White","Straight","United States",1,1,0,1,0,0,NA
"Alice Doesn't Live Here Anymore Best Supporting Actress","Diane Ladd","http://www.imdb.com/title/tt0071115/","Alice Doesn't Live Here Anymore","http://www.imdb.com/name/nm0002663/","Best Supporting Actress",1975,0,0,0,5,9,112,1,0,0,1,0,"December",1,1,0,NA,0,1,0,0,0,18.6,NA,"PG",0,43,0,0,1,0,"White","Straight","United States",1,1,0,1,0,0,NA
"Alice's Restaurant Best Director","Arthur Penn","http://www.imdb.com/title/tt0064002/","Alice's Restaurant","http://www.imdb.com/name/nm0671957/","Best Director",1970,0,2,0,1,2,111,1,1,0,0,0,"August",0,0,0,NA,0,0,0,1,0,6.3,NA,"R",1,48,0,0,0,0,"White","Straight","United States",0,1,0,1,0,1,NA
"Aliens Best Actress","Sigourney Weaver","http://www.imdb.com/title/tt0090605/","Aliens","http://www.imdb.com/name/nm0000244/","Best Actress",1987,0,0,0,16,21,137,0,0,0,0,1,"July",0,0,0,NA,0,0,1,0,0,85.160248,17,"R",1,38,0,0,0,0,"White","Straight","United States",0,1,0,1,0,1,NA
"All That Jazz Best Actor","Roy Scheider","http://www.imdb.com/title/tt0078754/","All That Jazz","http://www.imdb.com/name/nm0001702/","Best Actor",1980,0,1,0,7,11,123,1,0,0,0,0,"December",0,0,0,NA,0,1,1,1,1,37.823676,NA,"R",0,48,0,1,0,0,"White","Straight","United States",1,1,0,1,0,1,NA
"All That Jazz Best Director","Bob Fosse","http://www.imdb.com/title/tt0078754/","All That Jazz","http://www.imdb.com/name/nm0002080/","Best Director",1980,0,2,1,7,11,123,1,0,0,0,0,"December",0,0,0,NA,0,1,1,1,1,37.823676,NA,"R",0,53,0,1,0,0,"White","Straight","United States",1,1,0,1,0,1,NA
"All That Jazz Best Picture",NA,"http://www.imdb.com/title/tt0078754/","All That Jazz",NA,"Best Picture",1980,0,NA,NA,7,11,123,1,0,0,0,0,"December",0,0,0,NA,0,1,1,1,1,37.823676,NA,"R",0,NA,0,1,0,0,NA,NA,NA,1,NA,NA,NA,NA,1,NA
"All the President's Men Best Director","Alan J. Pakula","http://www.imdb.com/title/tt0074119/","All the President's Men","http://www.imdb.com/name/nm0001587/","Best Director",1977,0,1,0,13,20,138,1,0,1,0,0,"April",0,0,0,NA,0,1,1,1,1,70.6,NA,"R",1,49,1,0,0,0,"White","Straight","United States",0,1,0,1,0,1,NA
"All the President's Men Best Picture",NA,"http://www.imdb.com/title/tt0074119/","All the President's Men",NA,"Best Picture",1977,0,NA,NA,13,20,138,1,0,1,0,0,"April",0,0,0,NA,0,1,1,1,1,70.6,NA,"R",1,NA,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA
"All the President's Men Best Supporting Actor","Jason Robards","http://www.imdb.com/title/tt0074119/","All the President's Men","http://www.imdb.com/name/nm0001673/","Best Supporting Actor",1977,1,0,0,13,20,138,1,0,1,0,0,"April",0,0,0,NA,0,1,1,1,1,70.6,NA,"R",1,55,1,0,0,0,"White","Straight","United States",0,1,0,1,0,1,NA
"All the President's Men Best Supporting Actress","Jane Alexander","http://www.imdb.com/title/tt0074119/","All the President's Men","http://www.imdb.com/name/nm0000737/","Best Supporting Actress",1977,0,1,0,13,20,138,1,0,1,0,0,"April",0,0,0,NA,0,1,1,1,1,70.6,NA,"R",1,38,1,0,0,0,"White","Straight","United States",0,1,0,1,0,1,NA
"Almost Famous Best Supporting Actress","Kate Hudson","http://www.imdb.com/title/tt0181875/","Almost Famous","http://www.imdb.com/name/nm0005028/","Best Supporting Actress",2001,0,0,0,50,80,122,1,0,0,0,0,"September",1,0,1,0,0,1,1,0,0,32.53485,60,"R",0,22,0,0,0,0,"White","Straight","United States",0,1,0,1,0,1,1
"Almost Famous Best Supporting Actress","Frances McDormand","http://www.imdb.com/title/tt0181875/","Almost Famous","http://www.imdb.com/name/nm0000531/","Best Supporting Actress",2001,0,2,1,50,80,122,1,0,0,0,0,"September",1,0,1,0,0,1,1,0,0,32.53485,60,"R",0,44,0,0,0,0,"White","Straight","United States",0,1,0,1,0,1,1
"Amadeus Best Actor","F. Murray Abraham","http://www.imdb.com/title/tt0086879/","Amadeus","http://www.imdb.com/name/nm0000719/","Best Actor",1985,1,0,0,33,13,160,1,0,1,0,0,"September",0,0,1,NA,1,1,1,1,1,51.56428,18,"PG",1,46,0,1,0,0,"Middle Eastern","Straight","United States",0,0,0,1,0,0,NA
"Amadeus Best Actor","Tom Hulce","http://www.imdb.com/title/tt0086879/","Amadeus","http://www.imdb.com/name/nm0001371/","Best Actor",1985,0,0,0,33,13,160,1,0,1,0,0,"September",0,0,1,NA,1,1,1,1,1,51.56428,18,"PG",1,32,0,1,0,0,"White","Straight","United States",0,1,0,1,0,0,NA
"Amadeus Best Director","Milos Forman","http://www.imdb.com/title/tt0086879/","Amadeus","http://www.imdb.com/name/nm0001232/","Best Director",1985,1,1,1,33,13,160,1,0,1,0,0,"September",0,0,1,NA,1,1,1,1,1,51.56428,18,"PG",1,53,0,1,0,0,"White","Straight","United States",0,1,0,1,0,0,NA
"Amadeus Best Picture",NA,"http://www.imdb.com/title/tt0086879/","Amadeus",NA,"Best Picture",1985,1,NA,NA,33,13,160,1,0,1,0,0,"September",0,0,1,NA,1,1,1,1,1,51.56428,18,"PG",1,NA,0,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA
"Amarcord Best Director","Federico Fellini","http://www.imdb.com/title/tt0071129/","Amarcord","http://www.imdb.com/name/nm0000019/","Best Director",1976,0,9,0,16,8,123,1,1,0,0,0,"September",0,0,0,NA,0,1,0,1,0,0.12625,NA,"R",0,56,0,0,0,0,"White","Straight","Italy",0,1,0,0,0,1,NA
"American Beauty Best Actor","Kevin Spacey","http://www.imdb.com/title/tt0169547/","American Beauty","http://www.imdb.com/name/nm0000228/","Best Actor",2000,1,1,1,91,74,122,1,0,0,0,0,"September",1,1,0,1,1,1,1,1,1,130.096601,15,"R",0,41,1,0,1,0,"White","Straight","United States",0,1,0,1,0,1,0
"American Beauty Best Actress","Annette Bening","http://www.imdb.com/title/tt0169547/","American Beauty","http://www.imdb.com/name/nm0000906/","Best Actress",2000,0,1,0,91,74,122,1,0,0,0,0,"September",1,1,0,1,1,1,1,1,1,130.096601,15,"R",0,42,1,0,1,0,"White","Straight","United States",0,1,0,1,0,1,0
"American Beauty Best Director","Sam Mendes","http://www.imdb.com/title/tt0169547/","American Beauty","http://www.imdb.com/name/nm0005222/","Best Director",2000,1,0,0,91,74,122,1,0,0,0,0,"September",1,0,1,0,1,1,1,1,1,130.096601,15,"R",0,35,1,0,1,0,"White","Straight","Great Britain",0,1,0,0,1,1,1
"American Beauty Best Picture",NA,"http://www.imdb.com/title/tt0169547/","American Beauty",NA,"Best Picture",2000,1,NA,NA,91,74,122,1,0,0,0,0,"September",1,1,1,0,1,1,1,1,1,130.096601,15,"R",0,NA,1,0,1,0,NA,NA,NA,0,NA,NA,NA,NA,1,1
"American Gangster Best Supporting Actress","Ruby Dee","http://www.imdb.com/title/tt0765429/","American Gangster","http://www.imdb.com/name/nm0002039/","Best Supporting Actress",2008,0,0,0,9,30,157,1,0,1,0,0,"October",0,0,0,1,0,0,0,0,0,130.164645,100,"R",1,84,0,0,0,1,"Black","Straight","United States",0,0,1,1,0,1,0
"American Graffiti Best Director","George Lucas","http://www.imdb.com/title/tt0069704/","American Graffiti","http://www.imdb.com/name/nm0000184/","Best Director",1974,0,0,0,8,6,110,1,1,0,0,0,"August",0,0,0,NA,0,1,1,1,1,115,0.777,"PG",0,30,0,0,0,0,"White","Straight","United States",0,1,0,1,0,0,NA
