"id","film.person","film.href","film","film.person.href","award","Year","Won","past.nom","past.win","other.wins","other.noms","runtime","drama","comedy","biopic","rom","action","date","tiff.premiere","bafta","globes","sag","dga","script.nom","edit.nom","direct.nom","picture.nom","domestic.gross","budget","rating","adapted","age","wga","eddie","Hot","Dark","Ethnicity","Sexuality","Nationality","fall","white","black","american","british","R.rated","critic"
"Fargo Best Picture",NA,"http://www.imdb.com/title/tt0116282/","Fargo",NA,"Best Picture",1997,0,NA,NA,60,32,98,1,0,0,0,0,"March",0,0,0,0,0,1,1,1,1,24.611975,7,"R",0,NA,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,1
"Fargo Best Supporting Actor","William H. Macy","http://www.imdb.com/title/tt0116282/","Fargo","http://www.imdb.com/name/nm0000513/","Best Supporting Actor",1997,0,0,0,60,32,98,1,0,0,0,0,"March",0,0,0,0,0,1,1,1,1,24.611975,7,"R",0,47,1,0,0,0,"White","Straight","United States",0,1,0,1,0,1,0
"Fat City Best Supporting Actress","Susan Tyrrell","http://www.imdb.com/title/tt0068575/","Fat City","http://www.imdb.com/name/nm0879073/","Best Supporting Actress",1973,0,0,0,3,NA,100,1,0,0,0,0,"July",0,0,0,NA,0,0,0,0,0,NA,NA,"PG",1,28,0,0,0,0,"White","Straight","United States",0,1,0,1,0,0,NA
"Fatal Attraction Best Actress","Glenn Close","http://www.imdb.com/title/tt0093010/","Fatal Attraction","http://www.imdb.com/name/nm0000335/","Best Actress",1988,0,3,0,7,14,119,1,0,0,0,0,"September",0,0,0,NA,0,1,1,1,1,156.645693,14,"R",1,41,0,0,0,0,"White","Straight","United States",0,1,0,1,0,1,NA
"Fatal Attraction Best Director","Adrian Lyne","http://www.imdb.com/title/tt0093010/","Fatal Attraction","http://www.imdb.com/name/nm0001490/","Best Director",1988,0,0,0,7,14,119,1,0,0,0,0,"September",0,0,0,NA,0,1,1,1,1,156.645693,14,"R",1,47,0,0,0,0,NA,"Straight","Great Britain",0,NA,NA,0,1,1,NA
"Fatal Attraction Best Picture",NA,"http://www.imdb.com/title/tt0093010/","Fatal Attraction",NA,"Best Picture",1988,0,NA,NA,7,14,119,1,0,0,0,0,"September",0,0,0,NA,0,1,1,1,1,156.645693,14,"R",1,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA
"Fatal Attraction Best Supporting Actress","Anne Archer","http://www.imdb.com/title/tt0093010/","Fatal Attraction","http://www.imdb.com/name/nm0000271/","Best Supporting Actress",1988,0,0,0,7,14,119,1,0,0,0,0,"September",0,0,0,NA,0,1,1,1,1,156.645693,14,"R",1,41,0,0,0,0,"White","Straight","United States",0,1,0,1,0,1,NA
"Fearless Best Supporting Actress","Rosie Perez","http://www.imdb.com/title/tt0106881/","Fearless","http://www.imdb.com/name/nm0001609/","Best Supporting Actress",1994,0,0,0,7,3,122,1,0,0,0,0,"October",0,0,0,NA,0,0,0,0,0,6.995302,NA,"R",1,30,0,0,0,0,"Hispanic","Straight","United States",0,0,0,1,0,1,NA
"Fellini - Satyricon Best Director","Federico Fellini","http://www.imdb.com/title/tt0064940/","Fellini - Satyricon","http://www.imdb.com/name/nm0000019/","Best Director",1971,0,8,0,7,6,128,1,0,0,0,0,"March",0,0,0,NA,0,0,0,1,0,NA,3,"R",1,51,0,0,1,1,"White","Straight","Italy",0,1,0,0,0,1,NA
"Fiddler on the Roof Best Actor","Topol","http://www.imdb.com/title/tt0067093/","Fiddler on the Roof","http://www.imdb.com/name/nm0867694/","Best Actor",1972,0,0,0,6,13,181,1,0,1,0,0,"November",0,0,0,NA,0,0,0,1,1,80.5,9,"G",1,37,0,0,1,0,"White","Straight","Israel",1,1,0,0,0,0,NA
"Fiddler on the Roof Best Director","Norman Jewison","http://www.imdb.com/title/tt0067093/","Fiddler on the Roof","http://www.imdb.com/name/nm0422484/","Best Director",1972,0,2,0,6,13,181,1,0,1,0,0,"November",0,0,0,NA,0,0,0,1,1,80.5,9,"G",1,46,0,0,1,0,"White","Straight","Canada",1,1,0,0,0,0,NA
"Fiddler on the Roof Best Picture",NA,"http://www.imdb.com/title/tt0067093/","Fiddler on the Roof",NA,"Best Picture",1972,0,NA,NA,6,13,181,1,0,1,0,0,"November",0,0,0,NA,0,0,0,1,1,80.5,9,"G",1,NA,0,0,1,0,NA,NA,NA,1,NA,NA,NA,NA,0,NA
"Fiddler on the Roof Best Supporting Actor","Leonard Frey","http://www.imdb.com/title/tt0067093/","Fiddler on the Roof","http://www.imdb.com/name/nm0294600/","Best Supporting Actor",1972,0,0,0,6,13,181,1,0,1,0,0,"November",0,0,0,NA,0,0,0,1,1,80.5,9,"G",1,34,0,0,1,0,"White","Gay","United States",1,1,0,1,0,0,NA
"Field of Dreams Best Picture",NA,"http://www.imdb.com/title/tt0097351/","Field of Dreams",NA,"Best Picture",1990,0,NA,NA,6,9,107,1,0,0,0,0,"April",0,0,0,NA,0,1,0,0,1,64.431625,NA,"PG",1,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA
"Finding Neverland Best Actor","Johnny Depp","http://www.imdb.com/title/tt0308644/","Finding Neverland","http://www.imdb.com/name/nm0000136/","Best Actor",2005,0,1,0,17,56,106,1,0,1,0,0,"October",0,0,0,0,0,1,1,0,1,51.680613,25,"PG",1,42,0,0,0,0,"White","Straight","United States",0,1,0,1,0,0,0
"Finding Neverland Best Picture",NA,"http://www.imdb.com/title/tt0308644/","Finding Neverland",NA,"Best Picture",2005,0,NA,NA,17,56,106,1,0,1,0,0,"October",0,0,0,0,0,1,1,0,1,51.680613,25,"PG",1,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,0
"Five Easy Pieces Best Actor","Jack Nicholson","http://www.imdb.com/title/tt0065724/","Five Easy Pieces","http://www.imdb.com/name/nm0000197/","Best Actor",1971,0,1,0,20,11,98,1,0,0,0,0,"September",0,0,0,NA,0,1,0,0,1,NA,NA,"R",0,34,0,0,0,0,"White","Straight","United States",0,1,0,1,0,1,NA
"Five Easy Pieces Best Picture",NA,"http://www.imdb.com/title/tt0065724/","Five Easy Pieces",NA,"Best Picture",1971,0,NA,NA,20,11,98,1,0,0,0,0,"September",0,0,0,NA,0,1,0,0,1,NA,NA,"R",0,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA
"Five Easy Pieces Best Supporting Actress","Karen Black","http://www.imdb.com/title/tt0065724/","Five Easy Pieces","http://www.imdb.com/name/nm0000947/","Best Supporting Actress",1971,0,0,0,20,11,98,1,0,0,0,0,"September",0,0,1,NA,0,1,0,0,1,NA,NA,"R",0,32,0,0,0,0,"White","Straight","United States",0,1,0,1,0,1,NA
"Flight Best Actor","Denzel Washington","http://www.imdb.com/title/tt1907668/","Flight","http://www.imdb.com/name/nm0000243/","Best Actor",2013,0,5,2,11,31,138,1,0,0,0,0,"November",0,0,0,0,0,1,0,0,0,93.772375,31,"R",0,59,0,0,0,1,"Black","Straight","United States",1,0,1,1,0,1,0
"For the Boys Best Actress","Bette Midler","http://www.imdb.com/title/tt0101902/","For the Boys","http://www.imdb.com/name/nm0000541/","Best Actress",1992,0,1,0,1,2,138,1,1,0,0,0,"November",0,0,0,NA,0,0,0,0,0,17.86028,40,"R",0,47,0,0,0,0,"White","Straight","United States",1,1,0,1,0,1,NA
"Forrest Gump Best Actor","Tom Hanks","http://www.imdb.com/title/tt0109830/","Forrest Gump","http://www.imdb.com/name/nm0000158/","Best Actor",1995,1,2,1,38,46,142,1,0,0,1,0,"June",0,0,1,1,1,1,1,1,1,329.694499,55,"PG-13",1,39,1,1,1,0,"White","Straight","United States",0,1,0,1,0,0,NA
"Forrest Gump Best Director","Robert Zemeckis","http://www.imdb.com/title/tt0109830/","Forrest Gump","http://www.imdb.com/name/nm0000709/","Best Director",1995,1,1,0,38,46,142,1,0,0,1,0,"June",0,0,1,0,1,1,1,1,1,329.694499,55,"PG-13",1,44,1,1,1,0,"White","Straight","United States",0,1,0,1,0,0,NA
"Forrest Gump Best Picture",NA,"http://www.imdb.com/title/tt0109830/","Forrest Gump",NA,"Best Picture",1995,1,NA,NA,38,46,142,1,0,0,1,0,"June",0,0,1,0,1,1,1,1,1,329.694499,55,"PG-13",1,NA,1,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA
"Forrest Gump Best Supporting Actor","Gary Sinise","http://www.imdb.com/title/tt0109830/","Forrest Gump","http://www.imdb.com/name/nm0000641/","Best Supporting Actor",1995,0,0,0,38,46,142,1,0,0,1,0,"June",0,0,0,0,1,1,1,1,1,329.694499,55,"PG-13",1,40,1,1,1,0,"White","Straight","United States",0,1,0,1,0,0,NA
"Four Weddings and a Funeral Best Picture",NA,"http://www.imdb.com/title/tt0109831/","Four Weddings and a Funeral",NA,"Best Picture",1995,0,NA,NA,24,16,117,1,1,0,1,0,"March",0,1,0,0,0,1,0,0,1,52.700832,4.4e-06,"R",0,NA,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA
"Frances Best Actress","Jessica Lange","http://www.imdb.com/title/tt0083967/","Frances","http://www.imdb.com/name/nm0001448/","Best Actress",1983,0,0,0,4,3,140,1,0,1,1,0,"December",0,0,0,NA,0,0,0,0,0,NA,NA,"R",1,34,0,0,0,1,"White","Straight","United States",1,1,0,1,0,1,NA
"Frances Best Supporting Actress","Kim Stanley","http://www.imdb.com/title/tt0083967/","Frances","http://www.imdb.com/name/nm0822535/","Best Supporting Actress",1983,0,1,0,4,3,140,1,0,1,1,0,"December",0,0,0,NA,0,0,0,0,0,NA,NA,"R",1,58,0,0,0,1,"White","Straight","United States",1,1,0,1,0,1,NA
"Frida Best Actress","Salma Hayek","http://www.imdb.com/title/tt0120679/","Frida","http://www.imdb.com/name/nm0000161/","Best Actress",2003,0,0,0,15,29,123,1,0,1,1,0,"October",1,0,0,0,0,0,0,0,0,25.885,12,"R",1,37,0,0,0,0,"Hispanic","Straight","United States",0,0,0,1,0,1,0
"Fried Green Tomatoes Best Supporting Actress","Jessica Tandy","http://www.imdb.com/title/tt0101921/","Fried Green Tomatoes","http://www.imdb.com/name/nm0001788/","Best Supporting Actress",1992,0,1,1,6,8,130,1,1,0,0,0,"December",0,0,0,NA,0,1,0,0,0,82.418501,NA,"PG-13",1,83,0,0,0,0,"White","Straight","United States",1,1,0,1,0,0,NA
"Frost/Nixon Best Actor","Frank Langella","http://www.imdb.com/title/tt0870111/","Frost/Nixon","http://www.imdb.com/name/nm0001449/","Best Actor",2009,0,0,0,16,48,122,1,0,1,0,0,"December",0,0,0,0,0,1,1,1,1,18.622031,25,"R",1,71,0,0,0,0,"White","Straight","United States",1,1,0,1,0,1,0
"Frost/Nixon Best Director","Ron Howard","http://www.imdb.com/title/tt0870111/","Frost/Nixon","http://www.imdb.com/name/nm0000165/","Best Director",2009,0,2,2,16,48,122,1,0,1,0,0,"December",0,0,0,0,0,1,1,1,1,18.622031,25,"R",1,55,0,0,0,0,"White","Straight","United States",1,1,0,1,0,1,0
"Frost/Nixon Best Picture",NA,"http://www.imdb.com/title/tt0870111/","Frost/Nixon",NA,"Best Picture",2009,0,NA,NA,16,48,122,1,0,1,0,0,"December",0,0,0,0,0,1,1,1,1,18.622031,25,"R",1,NA,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,1,0
"Frozen River Best Actress","Melissa Leo","http://www.imdb.com/title/tt0978759/","Frozen River","http://www.imdb.com/name/nm0502425/","Best Actress",2009,0,0,0,33,15,97,1,0,0,0,0,"August",0,0,0,0,0,1,0,0,0,2.511476,1,"R",0,49,0,0,1,0,"White","Straight","United States",0,1,0,1,0,1,0
"Gaby: A True Story Best Supporting Actress","Norma Aleandro","http://www.imdb.com/title/tt0093067/","Gaby: A True Story","http://www.imdb.com/name/nm0001903/","Best Supporting Actress",1988,0,0,0,4,3,110,1,0,0,1,0,"October",0,0,0,NA,0,0,0,0,0,0.1254,NA,"R",1,52,0,0,0,0,"Hispanic","Straight","Argentina",0,0,0,0,0,1,NA
"Gandhi Best Actor","Ben Kingsley","http://www.imdb.com/title/tt0083987/","Gandhi","http://www.imdb.com/name/nm0001426/","Best Actor",1983,1,0,0,30,16,191,1,0,1,0,0,"December",0,1,1,NA,1,1,1,1,1,52.767889,22,"PG",0,40,0,1,1,0,"Multiracial","Straight","Great Britain",1,0,0,0,1,0,NA
"Gandhi Best Director","Richard Attenborough","http://www.imdb.com/title/tt0083987/","Gandhi","http://www.imdb.com/name/nm0000277/","Best Director",1983,1,0,0,30,16,191,1,0,1,0,0,"December",0,1,1,NA,1,1,1,1,1,52.767889,22,"PG",0,60,0,1,1,0,"White","Straight","Great Britain",1,1,0,0,1,0,NA
"Gandhi Best Picture",NA,"http://www.imdb.com/title/tt0083987/","Gandhi",NA,"Best Picture",1983,1,NA,NA,30,16,191,1,0,1,0,0,"December",0,1,0,NA,1,1,1,1,1,52.767889,22,"PG",0,NA,0,1,1,0,NA,NA,NA,1,NA,NA,NA,NA,0,NA
"Gangs of New York Best Actor","Daniel Day-Lewis","http://www.imdb.com/title/tt0217505/","Gangs of New York","http://www.imdb.com/name/nm0000358/","Best Actor",2003,0,2,1,42,64,167,1,0,1,0,0,"December",0,1,0,1,0,1,1,1,1,77.812,100,"R",0,46,0,1,1,1,"White","Straight","Ireland",1,1,0,0,0,1,1
"Gangs of New York Best Director","Martin Scorsese","http://www.imdb.com/title/tt0217505/","Gangs of New York","http://www.imdb.com/name/nm0000217/","Best Director",2003,0,5,0,42,64,167,1,0,1,0,0,"December",0,0,1,0,0,1,1,1,1,77.812,100,"R",0,61,0,1,1,1,"White","Straight","United States",1,1,0,1,0,1,0
"Gangs of New York Best Picture",NA,"http://www.imdb.com/title/tt0217505/","Gangs of New York",NA,"Best Picture",2003,0,NA,NA,42,64,167,1,0,1,0,0,"December",0,0,0,0,0,1,1,1,1,77.812,100,"R",0,NA,0,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,0
"Georgia Best Supporting Actress","Mare Winningham","http://www.imdb.com/title/tt0113158/","Georgia","http://www.imdb.com/name/nm0001858/","Best Supporting Actress",1996,0,0,0,6,4,115,1,0,0,0,0,"December",0,0,0,0,0,0,0,0,0,1.110104,NA,"R",0,37,0,0,0,1,"White","Straight","United States",1,1,0,1,0,1,0
"Ghost Best Picture",NA,"http://www.imdb.com/title/tt0099653/","Ghost",NA,"Best Picture",1991,0,NA,NA,15,24,127,1,0,0,0,0,"July",0,0,0,NA,0,1,1,0,1,217.631306,22,"PG-13",0,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA
"Ghost Best Supporting Actress","Whoopi Goldberg","http://www.imdb.com/title/tt0099653/","Ghost","http://www.imdb.com/name/nm0000155/","Best Supporting Actress",1991,1,1,0,15,24,127,1,0,0,0,0,"July",0,1,1,NA,0,1,1,0,1,217.631306,22,"PG-13",0,36,0,0,0,0,"Black","Straight","United States",0,0,1,1,0,0,NA
"Ghosts of Mississippi Best Supporting Actor","James Woods","http://www.imdb.com/title/tt0116410/","Ghosts of Mississippi","http://www.imdb.com/name/nm0000249/","Best Supporting Actor",1997,0,1,0,2,3,130,1,0,0,0,0,"December",0,0,0,0,0,0,0,0,0,13.323144,36,"PG-13",0,50,0,0,1,0,"White","Straight","United States",1,1,0,1,0,0,0
"Girl, Interrupted Best Supporting Actress","Angelina Jolie","http://www.imdb.com/title/tt0172493/","Girl, Interrupted","http://www.imdb.com/name/nm0001401/","Best Supporting Actress",2000,1,0,0,6,8,127,1,0,1,0,0,"December",0,0,1,1,0,0,0,0,0,28.912646,40,"R",1,25,0,0,1,0,"White","Bisexual","United States",1,1,0,1,0,1,1
"Give 'em Hell, Harry! Best Actor","James Whitmore","http://www.imdb.com/title/tt0073053/","Give 'em Hell, Harry!","http://www.imdb.com/name/nm0926235/","Best Actor",1976,0,1,0,1,NA,104,1,1,1,0,0,"September",0,0,0,NA,0,0,0,0,0,NA,NA,NA,1,55,0,0,0,0,"White","Straight","United States",0,1,0,1,0,NA,NA
"Gladiator Best Actor","Russell Crowe","http://www.imdb.com/title/tt0172495/","Gladiator","http://www.imdb.com/name/nm0000128/","Best Actor",2001,1,1,0,51,80,155,1,0,0,0,1,"May",0,0,0,0,0,1,1,1,1,187.705427,103,"R",0,37,0,1,1,1,"White","Straight","Australia",0,1,0,0,0,1,1
"Gladiator Best Director","Ridley Scott","http://www.imdb.com/title/tt0172495/","Gladiator","http://www.imdb.com/name/nm0000631/","Best Director",2001,0,1,0,51,80,155,1,0,0,0,1,"May",0,0,0,0,0,1,1,1,1,187.705427,103,"R",0,64,0,1,1,1,"White","Straight","Great Britain",0,1,0,0,1,1,0
"Gladiator Best Picture",NA,"http://www.imdb.com/title/tt0172495/","Gladiator",NA,"Best Picture",2001,1,NA,NA,51,80,155,1,0,0,0,1,"May",0,1,1,0,0,1,1,1,1,187.705427,103,"R",0,NA,0,1,1,1,NA,NA,NA,0,NA,NA,NA,NA,1,1
"Gladiator Best Supporting Actor","Joaquin Phoenix","http://www.imdb.com/title/tt0172495/","Gladiator","http://www.imdb.com/name/nm0001618/","Best Supporting Actor",2001,0,0,0,51,80,155,1,0,0,0,1,"May",0,0,0,0,0,1,1,1,1,187.705427,103,"R",0,27,0,1,1,1,"White","Straight","United States",0,1,0,1,0,1,1
"Glengarry Glen Ross Best Supporting Actor","Al Pacino","http://www.imdb.com/title/tt0104348/","Glengarry Glen Ross","http://www.imdb.com/name/nm0000199/","Best Supporting Actor",1993,0,6,0,5,5,100,1,0,0,0,0,"September",1,0,0,NA,0,0,0,0,0,10.725228,12.5,"R",1,53,0,0,0,0,"White","Straight","United States",0,1,0,1,0,1,NA
"Gloria Best Actress","Gena Rowlands","http://www.imdb.com/title/tt0080798/","Gloria","http://www.imdb.com/name/nm0001687/","Best Actress",1981,0,1,0,4,1,123,1,0,0,0,0,"October",0,0,0,NA,0,0,0,0,0,4.059673,30,"PG",0,51,0,0,0,0,"White","Straight","United States",0,1,0,1,0,0,NA
"Glory Best Supporting Actor","Denzel Washington","http://www.imdb.com/title/tt0097441/","Glory","http://www.imdb.com/name/nm0000243/","Best Supporting Actor",1990,1,1,0,13,12,122,1,0,1,0,0,"December",0,0,1,NA,0,0,1,0,0,26.828365,18,"R",1,36,0,1,1,1,"Black","Straight","United States",1,0,1,1,0,1,NA
"Gods and Monsters Best Actor","Ian McKellen","http://www.imdb.com/title/tt0120684/","Gods and Monsters","http://www.imdb.com/name/nm0005212/","Best Actor",1999,0,0,0,35,23,105,1,0,1,0,0,"November",0,0,0,0,0,1,0,0,0,6.451628,10,"R",1,60,0,0,0,0,"White","Gay","Great Britain",1,1,0,0,1,1,1
"Gods and Monsters Best Supporting Actress","Lynn Redgrave","http://www.imdb.com/title/tt0120684/","Gods and Monsters","http://www.imdb.com/name/nm0001655/","Best Supporting Actress",1999,0,1,0,35,23,105,1,0,1,0,0,"November",0,0,1,0,0,1,0,0,0,6.451628,10,"R",1,56,0,0,0,0,"White","Straight","Great Britain",1,1,0,0,1,1,0
"Gone Baby Gone Best Supporting Actress","Amy Ryan","http://www.imdb.com/title/tt0452623/","Gone Baby Gone","http://www.imdb.com/name/nm0752407/","Best Supporting Actress",2008,0,0,0,23,12,114,1,0,0,0,0,"October",0,0,0,0,0,0,0,0,0,20.300218,19,"R",1,39,0,0,0,1,"White","Straight","United States",0,1,0,1,0,1,1
"Good Morning, Vietnam Best Actor","Robin Williams","http://www.imdb.com/title/tt0093105/","Good Morning, Vietnam","http://www.imdb.com/name/nm0000245/","Best Actor",1988,0,0,0,6,3,121,1,1,0,0,0,"December",0,0,0,NA,0,0,0,0,0,123.92237,NA,"R",0,37,0,0,0,0,"White","Straight","United States",1,1,0,1,0,1,NA
"Good Night, and Good Luck. Best Actor","David Strathairn","http://www.imdb.com/title/tt0433383/","Good Night, and Good Luck.","http://www.imdb.com/name/nm0000657/","Best Actor",2006,0,0,0,41,65,93,1,0,1,0,0,"October",0,0,0,0,0,1,0,1,1,31.558003,7,"PG",0,57,0,0,0,0,"White","Straight","United States",0,1,0,1,0,0,0
"Good Night, and Good Luck. Best Director","George Clooney","http://www.imdb.com/title/tt0433383/","Good Night, and Good Luck.","http://www.imdb.com/name/nm0000123/","Best Director",2006,0,0,0,41,65,93,1,0,1,0,0,"October",0,0,0,0,0,1,0,1,1,31.558003,7,"PG",0,45,0,0,0,0,"White","Straight","United States",0,1,0,1,0,0,0
"Good Night, and Good Luck. Best Picture",NA,"http://www.imdb.com/title/tt0433383/","Good Night, and Good Luck.",NA,"Best Picture",2006,0,NA,NA,41,65,93,1,0,1,0,0,"October",0,0,0,0,0,1,0,1,1,31.558003,7,"PG",0,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,1
"Good Will Hunting Best Actor","Matt Damon","http://www.imdb.com/title/tt0119217/","Good Will Hunting","http://www.imdb.com/name/nm0000354/","Best Actor",1998,0,0,0,18,37,126,1,0,0,0,0,"December",0,0,0,0,0,1,1,1,1,138.433435,10,"R",0,28,0,0,0,0,"White","Straight","United States",1,1,0,1,0,1,0
"Good Will Hunting Best Director","Gus Van Sant","http://www.imdb.com/title/tt0119217/","Good Will Hunting","http://www.imdb.com/name/nm0001814/","Best Director",1998,0,0,0,18,37,126,1,0,0,0,0,"December",0,0,0,0,0,1,1,1,1,138.433435,10,"R",0,46,0,0,0,0,"White","Gay","United States",1,1,0,1,0,1,0
"Good Will Hunting Best Picture",NA,"http://www.imdb.com/title/tt0119217/","Good Will Hunting",NA,"Best Picture",1998,0,NA,NA,18,37,126,1,0,0,0,0,"December",0,0,0,0,0,1,1,1,1,138.433435,10,"R",0,NA,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,1,0
"Good Will Hunting Best Supporting Actor","Robin Williams","http://www.imdb.com/title/tt0119217/","Good Will Hunting","http://www.imdb.com/name/nm0000245/","Best Supporting Actor",1998,1,3,0,18,37,126,1,0,0,0,0,"December",0,0,0,1,0,1,1,1,1,138.433435,10,"R",0,47,0,0,0,0,"White","Straight","United States",1,1,0,1,0,1,0
"Good Will Hunting Best Supporting Actress","Minnie Driver","http://www.imdb.com/title/tt0119217/","Good Will Hunting","http://www.imdb.com/name/nm0000378/","Best Supporting Actress",1998,0,0,0,18,37,126,1,0,0,0,0,"December",0,0,0,0,0,1,1,1,1,138.433435,10,"R",0,28,0,0,0,0,"White","Straight","Great Britain",1,1,0,0,1,1,0
"Goodbye, Mr. Chips Best Actor","Peter O'Toole","http://www.imdb.com/title/tt0064382/","Goodbye, Mr. Chips","http://www.imdb.com/name/nm0000564/","Best Actor",1970,0,3,0,7,2,155,1,0,0,1,0,"November",0,0,0,NA,0,0,0,0,0,NA,9,"G",1,38,0,0,0,0,"White","Straight","Ireland",1,1,0,0,0,0,NA
"Goodfellas Best Director","Martin Scorsese","http://www.imdb.com/title/tt0099685/","Goodfellas","http://www.imdb.com/name/nm0000217/","Best Director",1991,0,2,0,40,23,146,1,0,1,0,0,"September",0,1,0,NA,0,1,1,1,1,46.836214,25,"R",1,49,0,0,0,1,"White","Straight","United States",0,1,0,1,0,1,NA
"Goodfellas Best Picture",NA,"http://www.imdb.com/title/tt0099685/","Goodfellas",NA,"Best Picture",1991,0,NA,NA,40,23,146,1,0,1,0,0,"September",0,1,0,NA,0,1,1,1,1,46.836214,25,"R",1,NA,0,0,0,1,NA,NA,NA,0,NA,NA,NA,NA,1,NA
"Goodfellas Best Supporting Actor","Joe Pesci","http://www.imdb.com/title/tt0099685/","Goodfellas","http://www.imdb.com/name/nm0000582/","Best Supporting Actor",1991,1,1,0,40,23,146,1,0,1,0,0,"September",0,0,0,NA,0,1,1,1,1,46.836214,25,"R",1,48,0,0,0,1,"White","Straight","United States",0,1,0,1,0,1,NA
"Goodfellas Best Supporting Actress","Lorraine Bracco","http://www.imdb.com/title/tt0099685/","Goodfellas","http://www.imdb.com/name/nm0000966/","Best Supporting Actress",1991,0,0,0,40,23,146,1,0,1,0,0,"September",0,0,0,NA,0,1,1,1,1,46.836214,25,"R",1,37,0,0,0,1,"White","Straight","United States",0,1,0,1,0,1,NA
"Gorillas in the Mist: The Story of Dian Fossey Best Actress","Sigourney Weaver","http://www.imdb.com/title/tt0095243/","Gorillas in the Mist: The Story of Dian Fossey","http://www.imdb.com/name/nm0000244/","Best Actress",1989,0,1,0,5,4,129,1,0,1,0,0,"September",0,0,0,NA,0,1,1,0,0,24.720479,NA,"PG-13",1,40,0,0,0,0,"White","Straight","United States",0,1,0,1,0,0,NA
"Gosford Park Best Director","Robert Altman","http://www.imdb.com/title/tt0280707/","Gosford Park","http://www.imdb.com/name/nm0000265/","Best Director",2002,0,5,0,34,51,137,1,0,0,0,0,"December",0,0,1,0,0,1,0,1,1,41.308615,1.98e-05,"R",1,77,1,0,0,0,"White","Straight","United States",1,1,0,1,0,1,0
"Gosford Park Best Picture",NA,"http://www.imdb.com/title/tt0280707/","Gosford Park",NA,"Best Picture",2002,0,NA,NA,34,51,137,1,0,0,0,0,"December",0,0,0,0,0,1,0,1,1,41.308615,1.98e-05,"R",1,NA,1,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,1,0
"Gosford Park Best Supporting Actress","Helen Mirren","http://www.imdb.com/title/tt0280707/","Gosford Park","http://www.imdb.com/name/nm0000545/","Best Supporting Actress",2002,0,1,0,34,51,137,1,0,0,0,0,"December",0,0,0,1,0,1,0,1,1,41.308615,1.98e-05,"R",1,57,1,0,0,0,"White","Straight","Great Britain",1,1,0,0,1,1,0
"Gosford Park Best Supporting Actress","Maggie Smith","http://www.imdb.com/title/tt0280707/","Gosford Park","http://www.imdb.com/name/nm0001749/","Best Supporting Actress",2002,0,5,2,34,51,137,1,0,0,0,0,"December",0,0,0,1,0,1,0,1,1,41.308615,1.98e-05,"R",1,68,1,0,0,0,"White","Straight","Great Britain",1,1,0,0,1,1,0
"Greystoke: The Legend of Tarzan, Lord of the Apes Best Supporting Actor","Ralph Richardson","http://www.imdb.com/title/tt0087365/","Greystoke: The Legend of Tarzan, Lord of the Apes","http://www.imdb.com/name/nm0724732/","Best Supporting Actor",1985,0,1,0,4,11,135,1,0,0,1,1,"March",0,0,0,NA,0,1,0,0,0,45.858563,NA,"PG",1,83,0,0,0,0,"White","Straight","Great Britain",0,1,0,0,1,0,NA
"Half Nelson Best Actor","Ryan Gosling","http://www.imdb.com/title/tt0468489/","Half Nelson","http://www.imdb.com/name/nm0331516/","Best Actor",2007,0,0,0,30,23,106,1,0,0,0,0,"August",0,0,0,0,0,0,0,0,0,2.697938,NA,"R",0,27,0,0,1,1,"White","Straight","Canada",0,1,0,0,0,1,0
"Hannah and Her Sisters Best Director","Woody Allen","http://www.imdb.com/title/tt0091167/","Hannah and Her Sisters","http://www.imdb.com/name/nm0000095/","Best Director",1987,0,9,2,26,20,103,1,1,0,0,0,"February",0,1,0,NA,0,1,1,1,1,35.392203,NA,"PG-13",0,52,1,0,0,1,"White","Straight","United States",0,1,0,1,0,0,NA
"Hannah and Her Sisters Best Picture",NA,"http://www.imdb.com/title/tt0091167/","Hannah and Her Sisters",NA,"Best Picture",1987,0,NA,NA,26,20,103,1,1,0,0,0,"February",0,0,0,NA,0,1,1,1,1,35.392203,NA,"PG-13",0,NA,1,0,0,1,NA,NA,NA,0,NA,NA,NA,NA,0,NA
"Hannah and Her Sisters Best Supporting Actor","Michael Caine","http://www.imdb.com/title/tt0091167/","Hannah and Her Sisters","http://www.imdb.com/name/nm0000323/","Best Supporting Actor",1987,1,3,0,26,20,103,1,1,0,0,0,"February",0,0,0,NA,0,1,1,1,1,35.392203,NA,"PG-13",0,54,1,0,0,1,"White","Straight","Great Britain",0,1,0,0,1,0,NA
